Age,Gender,Average Weight (Kg),Average Height (cm),Level of Activity,bmr,Recommended Calorie ,Recommended Total Carbohydrate(g),Recommended Carbohydrate (g),Recommended Calorie ,Recommended Total Carbohydrate(g),Meal Type,Recommended Carbohydrate (g),Menu No,Serving Size
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,38.55245625,1467 ,193,1,38.5524562500,4,1.0
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,38.55245625,1467 ,193,1,38.5524562500,5,0.9
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,38.55245625,1467 ,193,1,38.5524562500,6,1.5
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,38.55245625,1467 ,193,1,38.5524562500,7,1.3
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,1,0.9
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,2,0.8
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,3,1.0
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,4,0.7
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,5,0.6
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,6,1.0
3,1,14.29,94,1,554.4,762.3,85.75875,25.727625,896 ,118,1,25.7276250000,7,0.9
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,1,1.1
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,2,1.1
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,3,1.3
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,4,0.9
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,5,0.8
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,6,1.3
3,2,14.06,95.2,1,725.6,997.7,112.24125,33.672375,1175,154,1,33.6723750000,7,1.1
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,1,1.0
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,2,0.9
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,3,1.1
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,4,0.8
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,5,0.7
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,6,1.2
3,1,14.29,94,2,554.4,859.32,96.6735,29.00205,1012,133,1,29.0020500000,7,1.0
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,1,1.3
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,2,1.2
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,3,1.5
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,4,1.0
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,5,0.9
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,6,1.5
3,2,14.06,95.2,2,725.6,1124.68,126.5265,37.95795,1327,174,1,37.9579500000,7,1.3
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,1,1.1
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,2,1.0
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,3,1.2
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,4,0.8
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,5,0.8
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,6,1.3
3,1,14.29,94,3 ,554.4,956.34,107.58825,32.276475,1156 ,152,1,32.2764750000,7,1.1
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,1,1.4
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,2,1.3
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,3,1.6
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,4,1.1
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,5,1.0
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,6,1.7
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,42.243525,1516 ,199,1,42.2435250000,7,1.4
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,1,0.9
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,2,0.8
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,3,1.0
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,4,0.7
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,5,0.7
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,6,1.1
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,26.91898945,966 ,127,1,26.9189894531,7,0.9
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,1,1.2
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,2,1.1
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,3,1.4
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,4,0.9
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,5,0.9
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,6,1.4
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,35.3346082,1195 ,157,1,35.3346082031,7,1.2
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,1,1.0
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,2,0.9
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,3,1.2
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,4,0.8
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,5,0.7
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,6,1.2
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,30.34504266,1091 ,144,1,30.3450426563,7,1.0
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,1,1.3
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,2,1.2
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,3,1.5
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,4,1.0
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,5,1.0
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,6,1.6
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,39.83174016,1349 ,177,1,39.8317401563,7,1.3
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,1,1.1
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,2,1.1
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,3,1.3
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,4,0.9
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,5,0.8
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,6,1.4
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,33.77109586,1246 ,164,1,33.7710958594,7,1.1
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,1,1.5
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,2,1.4
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,3,1.7
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,4,1.2
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,5,1.1
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,6,1.8
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,44.32887211,1541,202,1,44.3288721094,7,1.5
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,1,1.0
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,2,0.9
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,3,1.2
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,4,0.8
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,5,0.7
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,6,1.2
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,29.94699727,1036 ,136,1,29.9469972656,7,1.0
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,1,1.3
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,2,1.2
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,3,1.5
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,4,1.0
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,5,0.9
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,6,1.5
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,37.96000313,1242 ,163,1,37.9600031250,7,1.3
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,1,1.1
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,2,1.1
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,3,1.3
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,4,0.9
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,5,0.8
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,6,1.4
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,33.75843328,1170 ,154,1,33.7584332813,7,1.1
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,1,1.4
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,2,1.3
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,3,1.6
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,4,1.1
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,5,1.0
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,6,1.7
5,2,18.37,109.2,2,846.2,1311.61,147.556125,42.79127625,1403 ,184,1,42.7912762500,7,1.4
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,1,1.3
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,2,1.2
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,3,1.4
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,4,1.0
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,5,0.9
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,6,1.5
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,37.5698693,1337 ,176,1,37.5698692969,7,1.3
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,1,1.6
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,2,1.5
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,3,1.8
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,4,1.3
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,5,1.2
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,6,1.9
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,47.62254938,1603 ,210,1,47.6225493750,7,1.6
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,1,1.1
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,2,1.0
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,3,1.3
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,4,0.9
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,5,0.8
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,6,1.3
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,32.76865195,1123 ,148,1,32.7686519531,7,1.1
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,1,1.4
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,2,1.3
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,3,1.6
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,4,1.1
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,5,1.0
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,6,1.6
6,2,20.64,115.5,1,903.275,1242.003125,139.7253516,40.52035195,1276 ,168,1,40.5203519531,7,1.4
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,1,1.2
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,2,1.2
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,3,1.4
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,4,1.0
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,5,0.9
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,6,1.5
6,1,19.96,115.5,2,730.475,1132.23625,127.3765781,36.93920766,1268 ,167,1,36.9392076563,7,1.2
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,1,1.5
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,2,1.4
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,3,1.8
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,4,1.2
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,5,1.1
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,6,1.8
6,2,20.64,115.5,2,903.275,1400.07625,157.5085781,45.67748766,1441 ,189,1,45.6774876563,7,1.5
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,1,1.4
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,2,1.3
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,3,1.6
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,4,1.1
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,5,1.0
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,6,1.6
6,1,19.96,115.5,3 ,730.475,1260.069375,141.7578047,41.10976336,1450 ,190,1,41.1097633594,7,1.4
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,1,1.7
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,2,1.6
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,3,2.0
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,4,1.3
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,5,1.2
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,6,2.0
6,2,20.64,115.5,3 ,903.275,1558.149375,175.2918047,50.83462336,1647 ,216,1,50.8346233594,7,1.7
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,1,1.2
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,2,1.1
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,3,1.4
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,4,0.9
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,5,0.9
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,6,1.4
7,1,22.45,121.1,1,785.375,1079.890625,121.4876953,35.23143164,1187 ,156,1,35.2314316406,7,1.2
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,1,1.4
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,2,1.3
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,3,1.7
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,4,1.1
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,5,1.1
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,6,1.7
7,2,22.9,121.9,1,960.875,1321.203125,148.6353516,43.10425195,1308 ,172,1,43.1042519531,7,1.4
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,1,1.3
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,2,1.2
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,3,1.5
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,4,1.0
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,5,1.0
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,6,1.6
7,1,22.45,121.1,2,785.375,1217.33125,136.9497656,39.71543203,1340 ,176,1,39.7154320313,7,1.3
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,1,1.6
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,2,1.5
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,3,1.9
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,4,1.3
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,5,1.2
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,6,1.9
7,2,22.9,121.9,2,960.875,1489.35625,167.5525781,48.59024766,1476 ,194,1,48.5902476563,7,1.6
7,1,22.45,121.1,3 ,785.375,1354.771875,152.4118359,44.19943242,1532 ,201,1,44.1994324219,1,1.5
7,1,22.45,121.1,3 ,785.375,1354.771875,152.4118359,44.19943242,1532 ,201,1,44.1994324219,2,1.4
7,1,22.45,121.1,3 ,785.375,1354.771875,152.4118359,44.19943242,1532 ,201,1,44.1994324219,3,1.7
